name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,COORDENADAS,BRBM,MUNICÍPIO,SITUAÇÃO,INFORMAÇÕES,OK BRBM,CAMINHÕES,VEÍCULO DE EMERGÊNCIA,VEICULOS LEVES,/,AJUDA HUMANITÁRIA,icon-offset,icon-offset-units
"VRS 834, km 03","{""@type"":""html"",""value"":""COORDENADAS: -29.521741,-56.822645<br>BRBM: 2º<br>MUNICÍPIO: Uruguaiana<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 09/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.521741,-56.822645",2º,Uruguaiana,Liberado,,TRUE,TRUE,TRUE,TRUE,09/05/2024,TRUE,,
"VRS 868, km 04 e 05","{""@type"":""html"",""value"":""COORDENADAS: -29.75654548959135, -51.89915201967078<br>BRBM: 2º<br>MUNICÍPIO: Taquari<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Agua sobre a Pista, localização incerta<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.75654548959135, -51.89915201967078",2º,Taquari,Bloqueio Total,"Agua sobre a Pista, localização incerta",TRUE,FALSE,FALSE,FALSE,01/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 020, km 56","{""@type"":""html"",""value"":""COORDENADAS: -29.589037050631553, -50.755183661068344<br>BRBM: 3º<br>MUNICÍPIO: Taquara<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Pontos com erosão no asfalto<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.589037050631553, -50.755183661068344",3º,Taquara,Bloqueio Total,Pontos com erosão no asfalto,TRUE,FALSE,FALSE,FALSE,01/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 020, km 83","{""@type"":""html"",""value"":""COORDENADAS: -29.46493052324491, -50.64332397510689<br>BRBM: 3º<br>MUNICÍPIO: Sao Francisco de Paula<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Obras na pista <br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 13/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.46493052324491, -50.64332397510689",3º,Sao Francisco de Paula,Bloqueio Total,Obras na pista ,TRUE,FALSE,FALSE,FALSE,13/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 030, km 06 (9060)","{""@type"":""html"",""value"":""COORDENADAS: -29.801520369470122, -50.471487523287855<br>BRBM: 3º<br>MUNICÍPIO: Santo Antonio da Patrulha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.801520369470122, -50.471487523287855",3º,Santo Antonio da Patrulha,Liberado,,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,,
"ERS 110, km 86","{""@type"":""html"",""value"":""COORDENADAS: -28.784572120728047, -50.43937476163871<br>BRBM: 3º<br>MUNICÍPIO: Bom Jesus<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 11/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.784572120728047, -50.43937476163871",3º,Bom Jesus,Liberado,,TRUE,TRUE,TRUE,TRUE,11/05/2024,TRUE,,
"ERS 115, km 01","{""@type"":""html"",""value"":""COORDENADAS: -29.49181137182321, -51.3728482387751<br>BRBM: 3º<br>MUNICÍPIO: Taquara<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 13/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.49181137182321, -51.3728482387751",3º,Taquara,Liberado,,TRUE,TRUE,TRUE,TRUE,13/05/2024,TRUE,,
"ERS 115, km 23","{""@type"":""html"",""value"":""COORDENADAS: -29.482497915439257, -50.80635645661021<br>BRBM: 3º<br>MUNICÍPIO: Tres Coroas<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Erosão no asfalto (Pare e siga)<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.482497915439257, -50.80635645661021",3º,Tres Coroas,Bloqueio Parcial,Erosão no asfalto (Pare e siga),TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 115, km  25","{""@type"":""html"",""value"":""COORDENADAS: -29.478488791542137, -50.81844193343059<br>BRBM: 3º<br>MUNICÍPIO: Tres Coroas<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: pare e siga<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.478488791542137, -50.81844193343059",3º,Tres Coroas,Bloqueio Parcial,pare e siga,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 115, km 28","{""@type"":""html"",""value"":""COORDENADAS: -29.485124871533664, -50.801045747703135<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: bloqeio na pista da direita - sentido três Coroas<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.485124871533664, -50.801045747703135",3º,Gramado,Bloqueio Parcial,bloqeio na pista da direita - sentido três Coroas,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 115, km 29","{""@type"":""html"",""value"":""COORDENADAS: -29.452913810080247, -50.83759920455641<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.452913810080247, -50.83759920455641",3º,Gramado,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 115, km 34","{""@type"":""html"",""value"":""COORDENADAS: -29.429510335046626, -50.847126032864274<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.429510335046626, -50.847126032864274",3º,Gramado,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"ERS 115, km 38","{""@type"":""html"",""value"":""COORDENADAS: -29.40913221599449, -50.87162214451786<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.40913221599449, -50.87162214451786",3º,Gramado,Liberado,,TRUE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"ERS 122, km 10","{""@type"":""html"",""value"":""COORDENADAS: -29.612976315031297, -51.33775032783994<br>BRBM: 3º<br>MUNICÍPIO: Sao Sebastiao do Cai<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.612976315031297, -51.33775032783994",3º,Sao Sebastiao do Cai,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"ERS 122, km 104","{""@type"":""html"",""value"":""COORDENADAS: -28.9642303446555, -51.17569255039641<br>BRBM: 3º<br>MUNICÍPIO: Flores da Cunha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.9642303446555, -51.17569255039641",3º,Flores da Cunha,Liberado,,TRUE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"ERS 122, km 109","{""@type"":""html"",""value"":""COORDENADAS: -28.933347499004626, -51.18613175681197<br>BRBM: 3º<br>MUNICÍPIO: Flores da Cunha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.933347499004626, -51.18613175681197",3º,Flores da Cunha,Liberado,,TRUE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"ERS 122, km 111","{""@type"":""html"",""value"":""COORDENADAS: -28.931533063501572, -51.178920287457835<br>BRBM: 3º<br>MUNICÍPIO: Antonio Prado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 04/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.931533063501572, -51.178920287457835",3º,Antonio Prado,Liberado,,TRUE,TRUE,TRUE,TRUE,04/05/2024,TRUE,,
"ERS 122, km 115","{""@type"":""html"",""value"":""COORDENADAS: -28.91334914553513, -51.19083892042982<br>BRBM: 3º<br>MUNICÍPIO: Antonio Prado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.91334914553513, -51.19083892042982",3º,Antonio Prado,Liberado,,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,,
"ERS 122, km 155","{""@type"":""html"",""value"":""COORDENADAS: -28.67074498185031, -51.143029558216554<br>BRBM: 3º<br>MUNICÍPIO: Campestre da Serra<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 13/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-28.67074498185031, -51.143029558216554",3º,Campestre da Serra,Liberado,,TRUE,TRUE,TRUE,TRUE,13/05/2024,TRUE,,
"ERS 122, km 26 ao 28","{""@type"":""html"",""value"":""COORDENADAS: -29.42065561314242, -51.351056904976545<br>BRBM: 3º<br>MUNICÍPIO: Bom Principio<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.42065561314242, -51.351056904976545",3º,Bom Principio,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"ERS 122, km 37","{""@type"":""html"",""value"":""COORDENADAS: -29.384217301759236, -51.36338185753647<br>BRBM: 3º<br>MUNICÍPIO: Sao Vendelino<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: obra na pista<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.384217301759236, -51.36338185753647",3º,Sao Vendelino,Bloqueio Parcial,obra na pista,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 122, km 38","{""@type"":""html"",""value"":""COORDENADAS: -29.37850421745771, -51.36458089317757<br>BRBM: 3º<br>MUNICÍPIO: Sao Vendelino<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.37850421745771, -51.36458089317757",3º,Sao Vendelino,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 122, km 41","{""@type"":""html"",""value"":""COORDENADAS: -29.351351903542806, -51.36734616723846<br>BRBM: 3º<br>MUNICÍPIO: Sao Vendelino<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.351351903542806, -51.36734616723846",3º,Sao Vendelino,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"ERS 122, km 42 ao 48","{""@type"":""html"",""value"":""COORDENADAS: -29.343997899938174, -51.36514053063201<br>BRBM: 3º<br>MUNICÍPIO: Farroupilha<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Erosão no asfalto e queda de barreira<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.343997899938174, -51.36514053063201",3º,Farroupilha,Bloqueio Total,Erosão no asfalto e queda de barreira,TRUE,FALSE,FALSE,FALSE,30/04/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 122, km 82","{""@type"":""html"",""value"":""COORDENADAS: -29.116904842943505, -51.192004275550204<br>BRBM: 3º<br>MUNICÍPIO: Caxias do Sul<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.116904842943505, -51.192004275550204",3º,Caxias do Sul,Liberado,,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,,
"ERS 122, km 91","{""@type"":""html"",""value"":""COORDENADAS: -29.04709638815415, -51.1959802742566<br>BRBM: 3º<br>MUNICÍPIO: Flores da Cunha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 13/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.04709638815415, -51.1959802742566",3º,Flores da Cunha,Liberado,,TRUE,TRUE,TRUE,TRUE,13/05/2024,TRUE,,
"ERS 122, km 93","{""@type"":""html"",""value"":""COORDENADAS: -29.04783112512849, -51.194930220787725<br>BRBM: 3º<br>MUNICÍPIO: Flores da Cunha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.04783112512849, -51.194930220787725",3º,Flores da Cunha,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 122, km 99","{""@type"":""html"",""value"":""COORDENADAS: -29.02791196458647, -51.19579074924427<br>BRBM: 3º<br>MUNICÍPIO: Flores da Cunha<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.02791196458647, -51.19579074924427",3º,Flores da Cunha,Liberado,,TRUE,TRUE,TRUE,TRUE,12/05/2024,TRUE,,
"ERS 124, km 07","{""@type"":""html"",""value"":""COORDENADAS: -29.594670193936047, -51.388821066585066<br>BRBM: 3º<br>MUNICÍPIO: Pareci Novo<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.594670193936047, -51.388821066585066",3º,Pareci Novo,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 124, km 16","{""@type"":""html"",""value"":""COORDENADAS: -29.652929088582727, -51.432255362614306<br>BRBM: 3º<br>MUNICÍPIO: Montenegro<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.652929088582727, -51.432255362614306",3º,Montenegro,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"ERS 235, km 06","{""@type"":""html"",""value"":""COORDENADAS: -29.363145084338512, -51.06914460347017<br>BRBM: 3º<br>MUNICÍPIO: Nova Petropolis<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Sistema Pare e Siga<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.363145084338512, -51.06914460347017",3º,Nova Petropolis,Bloqueio Parcial,Sistema Pare e Siga,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 235, km 11","{""@type"":""html"",""value"":""COORDENADAS: -29.35633769571685, -51.02374016967567<br>BRBM: 3º<br>MUNICÍPIO: Nova Petropolis<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.35633769571685, -51.02374016967567",3º,Nova Petropolis,Liberado,,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,,
"ERS 235, km 16","{""@type"":""html"",""value"":""COORDENADAS: -29.35190582583641, -51.03655335177055<br>BRBM: 3º<br>MUNICÍPIO: Nova Petropolis<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.35190582583641, -51.03655335177055",3º,Nova Petropolis,Liberado,,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,,
"ERS 235, km 26","{""@type"":""html"",""value"":""COORDENADAS: -29.38500547349745, -50.95182717713045<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.38500547349745, -50.95182717713045",3º,Gramado,Liberado,,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,,
"ERS 235, km 35 e 36","{""@type"":""html"",""value"":""COORDENADAS: -29.37969388141904, -50.86982706075172<br>BRBM: 3º<br>MUNICÍPIO: Gramado<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Trânsito desviado para a faixa da esquerda do contrafluxo no acesso anterior do posto Sapatos.<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.37969388141904, -50.86982706075172",3º,Gramado,Bloqueio Parcial,Trânsito desviado para a faixa da esquerda do contrafluxo no acesso anterior do posto Sapatos.,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 235, km 52 ","{""@type"":""html"",""value"":""COORDENADAS: -29.378969612505216, -50.86727060848564<br>BRBM: 3º<br>MUNICÍPIO: Canela<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Meia pista<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.378969612505216, -50.86727060848564",3º,Canela,Bloqueio Parcial,Meia pista,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 239, km 62","{""@type"":""html"",""value"":""COORDENADAS: -29.657010176095323, -50.666380905068245<br>BRBM: 3º<br>MUNICÍPIO: Taquara<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.657010176095323, -50.666380905068245",3º,Taquara,Liberado,,TRUE,TRUE,TRUE,TRUE,02/05/2024,TRUE,,
