name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,COORDENADAS,BRBM,MUNICÍPIO,SITUAÇÃO,INFORMAÇÕES,OK BRBM,CAMINHÕES,VEÍCULO DE EMERGÊNCIA,VEICULOS LEVES,/,AJUDA HUMANITÁRIA,icon-offset,icon-offset-units
"ERS 431, km 25","{""@type"":""html"",""value"":""COORDENADAS: -29.077322388882685, -51.73061741627084<br>BRBM: 2º<br>MUNICÍPIO: Santa Barbara do Sul<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: A pista cedeu devido erosão<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: FALSE<br>/: 18/11/2023<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.077322388882685, -51.73061741627084",2º,Santa Barbara do Sul,Bloqueio Parcial,A pista cedeu devido erosão,TRUE,FALSE,TRUE,FALSE,18/11/2023,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 433, km 08","{""@type"":""html"",""value"":""COORDENADAS: -29.13440316895646, -51.993482843843545<br>BRBM: 2º<br>MUNICÍPIO: Relvado<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: FALSE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.13440316895646, -51.993482843843545",2º,Relvado,Liberado,,FALSE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"ERS 511, km 04","{""@type"":""html"",""value"":""COORDENADAS: -29.6701, -53.66648<br>BRBM: 2º<br>MUNICÍPIO: Santa Maria<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.6701, -53.66648",2º,Santa Maria,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 511, km 09","{""@type"":""html"",""value"":""COORDENADAS: -29.69765, -53.70882<br>BRBM: 2º<br>MUNICÍPIO: Santa Maria<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.69765, -53.70882",2º,Santa Maria,Liberado,,TRUE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"ERS 516, km 07","{""@type"":""html"",""value"":""COORDENADAS: -29.610724655352705, -53.85716672884734<br>BRBM: 2º<br>MUNICÍPIO: Sao Martinho da Serra<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Deslizamento de terra e queda de árvores<br>OK BRBM: FALSE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 12/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.610724655352705, -53.85716672884734",2º,Sao Martinho da Serra,Bloqueio Parcial,Deslizamento de terra e queda de árvores,FALSE,TRUE,TRUE,TRUE,12/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 630, km 85 ao 91","{""@type"":""html"",""value"":""COORDENADAS: -30.410453421679772, -54.36972393417048<br>BRBM: 2º<br>MUNICÍPIO: Sao Gabriel<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-30.410453421679772, -54.36972393417048",2º,Sao Gabriel,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"ERS 640, km 15 e 17","{""@type"":""html"",""value"":""COORDENADAS: -29.8371, -54.79827<br>BRBM: 2º<br>MUNICÍPIO: Cacequi<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: No trânsito no siga e pare para veículos leves, emergência e da segurança, pista com erosão na cabeceira da ponte.<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 02/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.8371, -54.79827",2º,Cacequi,Bloqueio Parcial,"No trânsito no siga e pare para veículos leves, emergência e da segurança, pista com erosão na cabeceira da ponte.",TRUE,FALSE,TRUE,TRUE,02/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"ERS 717, km 16","{""@type"":""html"",""value"":""COORDENADAS: -30.63761130415365, -51.55212238987208<br>BRBM: 2º<br>MUNICÍPIO: Tapes<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-30.63761130415365, -51.55212238987208",2º,Tapes,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"RSC 153, km 262","{""@type"":""html"",""value"":""COORDENADAS: -29.228496715250614, -52.63984291969504<br>BRBM: 2º<br>MUNICÍPIO: Barros Cassal<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.228496715250614, -52.63984291969504",2º,Barros Cassal,Liberado,,TRUE,TRUE,TRUE,TRUE,03/05/2024,TRUE,,
"RSC 153, km 303","{""@type"":""html"",""value"":""COORDENADAS: -29.54091482696253, -52.63878086515649<br>BRBM: 2º<br>MUNICÍPIO: Vale do Sol<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 29/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.54091482696253, -52.63878086515649",2º,Vale do Sol,Liberado,,TRUE,TRUE,TRUE,TRUE,29/04/2024,TRUE,,
"RSC 153, km 304 E 305","{""@type"":""html"",""value"":""COORDENADAS: -29.551155915005257, -52.635484840398256<br>BRBM: 2º<br>MUNICÍPIO: Vale do Sol<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Queda de barreira<br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 13/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.551155915005257, -52.635484840398256",2º,Vale do Sol,Bloqueio Parcial,Queda de barreira,TRUE,TRUE,TRUE,TRUE,13/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 287, km 106 ao 110","{""@type"":""html"",""value"":""COORDENADAS: -29.689341336379105, -52.45030007301065<br>BRBM: 2º<br>MUNICÍPIO: Santa Cruz do Sul<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.689341336379105, -52.45030007301065",2º,Santa Cruz do Sul,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 287, km 135 ao 138","{""@type"":""html"",""value"":""COORDENADAS: -29.673344249434443, -52.76998214036999<br>BRBM: 2º<br>MUNICÍPIO: Candelaria<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Queda da estrutura da ponte - trecho interditádo para obras<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.673344249434443, -52.76998214036999",2º,Candelaria,Bloqueio Total,Queda da estrutura da ponte - trecho interditádo para obras,TRUE,FALSE,FALSE,FALSE,30/04/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 287, km 155","{""@type"":""html"",""value"":""COORDENADAS: -29.723587049530032, -52.92315289075596<br>BRBM: 2º<br>MUNICÍPIO: Novo Cabrais<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.723587049530032, -52.92315289075596",2º,Novo Cabrais,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 287, km 167 ao 169","{""@type"":""html"",""value"":""COORDENADAS: -29.7491990967178, -53.04108267211468<br>BRBM: 2º<br>MUNICÍPIO: Novo Cabrais<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Cabeceira da ponte desmoranando <br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.7491990967178, -53.04108267211468",2º,Novo Cabrais,Bloqueio Total,Cabeceira da ponte desmoranando ,TRUE,FALSE,FALSE,FALSE,01/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 287, km 178","{""@type"":""html"",""value"":""COORDENADAS: -29.724441958858904, -53.2160367827651<br>BRBM: 2º<br>MUNICÍPIO: Paraiso do Sul<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.724441958858904, -53.2160367827651",2º,Paraiso do Sul,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"RSC 287, km 187 ao 193","{""@type"":""html"",""value"":""COORDENADAS: -29.707586647485012, -53.28520196152815<br>BRBM: 2º<br>MUNICÍPIO: Restinga Seca<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.707586647485012, -53.28520196152815",2º,Restinga Seca,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 287, km 196","{""@type"":""html"",""value"":""COORDENADAS: -29.710137597145863, -53.3139147048437<br>BRBM: 2º<br>MUNICÍPIO: Restinga Seca<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.710137597145863, -53.3139147048437",2º,Restinga Seca,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"RSC 287, km 226","{""@type"":""html"",""value"":""COORDENADAS: -29.7130301,-53.6452366<br>BRBM: 2º<br>MUNICÍPIO: Santa Maria<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Queda da estrutura da ponte<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.7130301,-53.6452366",2º,Santa Maria,Bloqueio Total,Queda da estrutura da ponte,TRUE,FALSE,FALSE,FALSE,30/04/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 287, km 231","{""@type"":""html"",""value"":""COORDENADAS: -29.702348351532926, -53.69991553334502<br>BRBM: 2º<br>MUNICÍPIO: Santa Maria<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.702348351532926, -53.69991553334502",2º,Santa Maria,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 287, km 232","{""@type"":""html"",""value"":""COORDENADAS: -29.70410370569477, -53.70500385084207<br>BRBM: 2º<br>MUNICÍPIO: Restinga Seca<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.70410370569477, -53.70500385084207",2º,Restinga Seca,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 287, km 55","{""@type"":""html"",""value"":""COORDENADAS: -29.686086523397503, -51.96293010719163<br>BRBM: 2º<br>MUNICÍPIO: Venancio Aires<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.686086523397503, -51.96293010719163",2º,Venancio Aires,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"RSC 287, km 57 ao 60","{""@type"":""html"",""value"":""COORDENADAS: -29.673925912294195, -52.0173454391798<br>BRBM: 2º<br>MUNICÍPIO: Venancio Aires<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Erosão no asfalto<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.673925912294195, -52.0173454391798",2º,Venancio Aires,Bloqueio Total,Erosão no asfalto,TRUE,FALSE,FALSE,FALSE,01/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 453, km 3 ","{""@type"":""html"",""value"":""COORDENADAS: -29.37931539912206, -51.74740470766182<br>BRBM: 2º<br>MUNICÍPIO: Imigrante<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.37931539912206, -51.74740470766182",2º,Imigrante,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"RSC 453, km 3 (9130)","{""@type"":""html"",""value"":""COORDENADAS: -29.365277, -51.762205<br>BRBM: 2º<br>MUNICÍPIO: Westfalia<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: RSC-453 acesso 9130 à Imigrante<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 08/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.365277, -51.762205",2º,Westfalia,Bloqueio Parcial,RSC-453 acesso 9130 à Imigrante,TRUE,FALSE,TRUE,TRUE,08/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 453, km 57, 63 ao 69","{""@type"":""html"",""value"":""COORDENADAS: -29.37774243438042, -51.743824079994845<br>BRBM: 2º<br>MUNICÍPIO: Westfalia<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.37774243438042, -51.743824079994845",2º,Westfalia,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2024,TRUE,,
"RSC 453, km 66","{""@type"":""html"",""value"":""COORDENADAS: -29.388470, -51.753679<br>BRBM: 2º<br>MUNICÍPIO: Westfalia<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 11/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.388470, -51.753679",2º,Westfalia,Bloqueio Parcial,,TRUE,TRUE,TRUE,TRUE,11/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 453, km 73","{""@type"":""html"",""value"":""COORDENADAS: -29.326594991490406, -51.638917791228444<br>BRBM: 2º<br>MUNICÍPIO: Boa Vista do Sul<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2023<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.326594991490406, -51.638917791228444",2º,Boa Vista do Sul,Liberado,,TRUE,TRUE,TRUE,TRUE,30/04/2023,TRUE,,
"RSC 453, km 75","{""@type"":""html"",""value"":""COORDENADAS: 29°21'19.1\""S 51°40'32.8\""W<br>BRBM: 2º<br>MUNICÍPIO: Boa Vista do Sul<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Queda de barreira / com desvio pelo interior da cidade<br>OK BRBM: FALSE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 11/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"29°21'19.1""S 51°40'32.8""W",2º,Boa Vista do Sul,Bloqueio Parcial,Queda de barreira / com desvio pelo interior da cidade,FALSE,FALSE,FALSE,FALSE,11/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 481, km 111","{""@type"":""html"",""value"":""COORDENADAS: -29.463192, -51.759167<br>BRBM: 2º<br>MUNICÍPIO: Sobradinho<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Queda de barreira<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.463192, -51.759167",2º,Sobradinho,Bloqueio Parcial,Queda de barreira,TRUE,FALSE,TRUE,TRUE,30/04/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"RSC 481, km 164","{""@type"":""html"",""value"":""COORDENADAS: -29.650120010708832, -52.9413085817249<br>BRBM: 2º<br>MUNICÍPIO: Cerro Branco<br>SITUAÇÃO: Liberado<br>INFORMAÇÕES: <br>OK BRBM: TRUE<br>CAMINHÕES: TRUE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1739-0F9D58,1,#0f9d58,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.650120010708832, -52.9413085817249",2º,Cerro Branco,Liberado,,TRUE,TRUE,TRUE,TRUE,01/05/2024,TRUE,,
"VRS 502, km 09","{""@type"":""html"",""value"":""COORDENADAS: -29.78207469194037, -53.076899179016415<br>BRBM: 2º<br>MUNICÍPIO: Paraiso do Sul<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Vários pontos alagados impossibilitando o tráfego de veículos leves e pesados.<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: FALSE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.78207469194037, -53.076899179016415",2º,Paraiso do Sul,Bloqueio Parcial,Vários pontos alagados impossibilitando o tráfego de veículos leves e pesados.,TRUE,FALSE,TRUE,FALSE,30/04/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"VRS 804, km 08","{""@type"":""html"",""value"":""COORDENADAS: -29.66185, -53.61023<br>BRBM: 2º<br>MUNICÍPIO: Silveira Martins<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Autorizado veículos leves<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: TRUE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.66185, -53.61023",2º,Silveira Martins,Bloqueio Parcial,Autorizado veículos leves,TRUE,FALSE,TRUE,TRUE,03/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
"VRS 805, km 20","{""@type"":""html"",""value"":""COORDENADAS: -29.48980000215496, -54.225170431027124<br>BRBM: 2º<br>MUNICÍPIO: Toropi<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Pista submersa / Cabeceira da Ponte cedendo<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 30/04/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.48980000215496, -54.225170431027124",2º,Toropi,Bloqueio Total,Pista submersa / Cabeceira da Ponte cedendo,TRUE,FALSE,FALSE,FALSE,30/04/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"VRS 809, km 05","{""@type"":""html"",""value"":""COORDENADAS: -30.00803539101133, -52.947698022837855<br>BRBM: 2º<br>MUNICÍPIO: Cachoeira do Sul<br>SITUAÇÃO: Bloqueio Total<br>INFORMAÇÕES: Pista submersa<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: FALSE<br>VEICULOS LEVES: FALSE<br>/: 03/05/2024<br>AJUDA HUMANITÁRIA: FALSE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-30.00803539101133, -52.947698022837855",2º,Cachoeira do Sul,Bloqueio Total,Pista submersa,TRUE,FALSE,FALSE,FALSE,03/05/2024,FALSE,"[32,64]","[""pixels"",""insetPixels""]"
"VRS 811, km 01","{""@type"":""html"",""value"":""COORDENADAS: -29.396001739302235, -51.948650663609804<br>BRBM: 2º<br>MUNICÍPIO: Arroio do Meio<br>SITUAÇÃO: Bloqueio Parcial<br>INFORMAÇÕES: Agua sobre a rodovia<br>OK BRBM: TRUE<br>CAMINHÕES: FALSE<br>VEÍCULO DE EMERGÊNCIA: TRUE<br>VEICULOS LEVES: FALSE<br>/: 01/05/2024<br>AJUDA HUMANITÁRIA: TRUE""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,"-29.396001739302235, -51.948650663609804",2º,Arroio do Meio,Bloqueio Parcial,Agua sobre a rodovia,TRUE,FALSE,TRUE,FALSE,01/05/2024,TRUE,"[32,64]","[""pixels"",""insetPixels""]"
